canonical_key,canonical_tag,distinct_users,distinct_artists,vote_rows,source_assignments,raw_tag_id_count,raw_variant_count,raw_variants,review_numbers,manual_review_notes,manual_review_flag,automatic_exclusion_reason,manual_flag_reason,is_flagged,semantic_content_eligible,semantic_exclusion_reason,single_user_tag,meets_min_artist_threshold,use_for_content_model,content_model_exclusion_reason
acoustic session,acoustic session,1,1,1,1,1,1,acoustic session,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
across,across,1,1,1,1,1,1,across,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
across the universe soundtrack,across the universe soundtrack,1,3,3,3,1,1,across the universe soundtrack,,,False,,,False,True,,True,True,True,
actor,actor,2,2,2,2,2,2,actor | actors,122,Flagged: biographical/non-musical.,True,biographical and non-musical,Flagged: biographical/non-musical.,True,False,Flagged: biographical/non-musical. | biographical and non-musical,False,True,False,Flagged: biographical/non-musical. | biographical and non-musical
actress,actress,4,4,4,4,1,1,actress,,,False,,,False,True,,False,True,True,
actresses,actresses,1,1,1,1,1,1,actresses,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
actriz,actriz,1,1,1,1,1,1,actriz,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
actual lungbutter,actual lungbutter,1,8,8,8,1,1,actual lungbutter,,,False,,,False,True,,True,True,True,
adagio,adagio,1,1,1,1,1,1,adagio,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
adam green,adam green,1,2,2,2,1,1,adam green,,,False,,,False,True,,True,True,True,
adam lambert,adam lambert,2,1,2,2,1,1,adam lambert,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
adam young,adam young,1,3,3,3,1,1,adam young,,,False,,,False,True,,True,True,True,
addicted,addicted,3,3,3,3,1,1,addicted,,,False,,,False,True,,False,True,True,
addicting,addicting,1,4,4,4,1,1,addicting,,,False,,,False,True,,True,True,True,
addiction,addiction,3,14,15,15,1,1,addiction,,,False,,,False,True,,False,True,True,
addictive,addictive,13,68,84,84,1,1,addictive,,,False,,,False,True,,False,True,True,
addicts,addicts,1,1,1,1,1,1,addicts,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
adds,adds,1,1,1,1,1,1,adds,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
adema,adema,1,1,1,1,1,1,adema,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
adiction :d lll,adiction :d lll,1,1,1,1,1,1,adiction :d  lll,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
adnet humor mtv marcelo,adnet humor mtv marcelo,1,1,1,1,1,1,adnet humor mtv marcelo,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
adoracao,adoracao,1,30,30,30,1,1,adoracao,,,False,,,False,True,,True,True,True,
adoro,adoro,1,1,1,1,1,1,adoro,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
adrian smith is god,adrian smith is god,1,4,4,4,1,1,adrian smith is god,,,False,,,False,True,,True,True,True,
adult alternative,adult alternative,2,2,2,2,1,1,adult alternative,,,False,,,False,True,,False,True,True,
adult alternative rock,adult alternative rock,1,1,1,1,1,1,adult alternative rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
adult contemporary,adult contemporary,4,25,25,25,1,1,adult contemporary,,,False,,,False,True,,False,True,True,
adymus,adymus,1,1,1,1,1,1,adymus,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ae,ae,1,8,8,8,1,1,ae,,,False,,,False,True,,True,True,True,
aeroelectronic punk,aeroelectronic punk,1,1,1,1,1,1,aeroelectronic punk,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
aerosmith,aerosmith,1,1,1,1,1,1,aerosmith,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
afi,afi,1,1,1,1,1,1,afi,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
africa,africa,2,21,22,22,1,1,africa,,,False,,,False,True,,False,True,True,
african,african,3,28,29,29,1,1,african,,,False,,,False,True,,False,True,True,
afro cuban,afro-cuban,1,3,3,3,1,1,afro-cuban,,,False,,,False,True,,True,True,True,
afro soul,afro-soul,1,1,1,1,1,1,afro-soul,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
afrobeat,afrobeat,2,8,9,9,1,1,afrobeat,,,False,,,False,True,,False,True,True,
afrocuban,afrocuban,1,2,2,2,1,1,afrocuban,,,False,,,False,True,,True,True,True,
after forever,after forever,1,1,1,1,1,1,after forever,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
afterglow,afterglow,1,4,4,4,1,1,afterglow,,,False,,,False,True,,True,True,True,
aftermath,aftermath,1,1,1,1,1,1,aftermath,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
afx,afx,1,1,1,1,1,1,afx,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
aggressive,aggressive,3,5,5,5,1,1,aggressive,,,False,,,False,True,,False,True,True,
aggrotech,aggrotech,3,8,9,9,1,1,aggrotech,,,False,,,False,True,,False,True,True,
agir abi,agir abi,1,1,1,1,1,1,agir abi,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
agresive metal,agresive metal,1,1,1,1,1,1,agresive metal,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
agrometal,agrometal,1,1,1,1,1,1,agrometal,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ahazante,ahazante,1,1,1,1,1,1,ahazante,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ahhhhhhhhh,ahhhhhhhhh,1,1,1,1,1,1,ahhhhhhhhh,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ahoy pirates have arrived,ahoy pirates have arrived,1,1,1,1,1,1,ahoy pirates have arrived,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ai otsuka,ai otsuka,1,1,1,1,1,1,ai otsuka,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
aiden,aiden,1,1,1,1,1,1,aiden,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
aimee mann,aimee mann,1,1,1,1,1,1,aimee mann,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
aina,aina,1,1,1,1,1,1,aina,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
air,air,1,1,1,1,1,1,air,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
air gear,air gear,1,2,2,2,1,1,air gear,,,False,,,False,True,,True,True,True,
air supply,air supply,1,1,1,1,1,1,air supply,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
air traffic,air traffic,1,1,1,1,1,1,air traffic,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
aj,aj,2,2,3,3,1,1,aj,,,False,,,False,True,,False,True,True,
aj mclean,aj mclean,1,1,1,1,1,1,aj mclean,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ajda forever,ajda forever,1,1,1,1,1,1,ajda forever,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
akiko shikata,akiko shikata,1,1,1,1,1,1,akiko shikata,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
akon,akon,1,1,1,1,1,1,akon,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
akron,akron,1,1,1,1,1,1,akron,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
al green,al green,1,1,1,1,1,1,al green,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
al jourgensen,al jourgensen,1,3,3,3,1,1,al jourgensen,,,False,,,False,True,,True,True,True,
alan lancaster,alan lancaster,1,1,1,1,1,1,alan lancaster,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alan wilder,alan wilder,1,1,1,1,1,1,alan wilder,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alanis morissette,alanis morissette,1,1,1,1,1,1,alanis morissette,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alaska,alaska,1,1,1,1,1,1,alaska,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
albentcore,albentcore,1,4,4,4,1,1,albentcore,,,False,,,False,True,,True,True,True,
albm,albm,1,1,1,1,1,1,albm,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
album favourite,album favourite,1,8,8,8,1,1,album favourite,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,True,False,personal preference or user behaviour
album rock,album rock,1,49,49,49,1,1,album rock,,,False,,,False,True,,True,True,True,
albums,albums,1,8,8,8,1,1,albums,,,False,,,False,True,,True,True,True,
albums i own,albums i own,9,16,16,16,1,1,albums i own,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,False,True,False,personal preference or user behaviour
alchemic rock,alchemic rock,1,1,1,1,1,1,alchemic rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alcohol,alcohol,2,2,2,2,1,1,alcohol,,,False,,,False,True,,False,True,True,
alessandro safina,alessandro safina,2,2,2,2,1,1,alessandro safina,,,False,,,False,True,,False,True,True,
alex chilton,alex chilton,1,1,1,1,1,1,alex chilton,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alex newport,alex newport,1,1,1,1,1,1,alex newport,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alex patsavas,alex patsavas,1,7,7,7,1,1,alex patsavas,,,False,,,False,True,,True,True,True,
alexander rybak,alexander rybak,1,1,1,1,1,1,alexander rybak,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alexandra burke,alexandra burke,1,1,1,1,1,1,alexandra burke,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alexi laiho,alexi laiho,1,1,1,1,1,1,alexi laiho,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alfie soundtrack,alfie soundtrack,1,1,1,1,1,1,alfie soundtrack,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
algeria,algeria,1,11,11,21,2,2,alger | algeria,241,,False,,,False,True,,True,True,True,
algerian,algerian,1,1,1,1,1,1,algerian,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alias,alias,1,1,1,1,1,1,alias,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alice cooper,alice cooper,2,1,2,2,1,1,alice cooper,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
alice in chains,alice in chains,4,2,4,4,1,1,alice in chains,,,False,,,False,True,,False,True,True,
alice in wonderland,alice in wonderland,1,1,1,1,1,1,alice in wonderland,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alicia keys,alicia keys,2,1,2,2,1,1,alicia keys,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
aliens,aliens,1,1,1,1,1,1,aliens,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alison moyet,alison moyet,1,1,1,1,1,1,alison moyet,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alizee,alizee,1,1,1,1,1,1,alizee,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alkohol,alkohol,1,1,1,1,1,1,alkohol,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
all album for free,all album for free,1,1,1,1,1,1,all album for free,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
all american rejects,all american rejects,1,1,1,1,1,1,all american rejects,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
all dressed in black,all dressed in black,1,1,1,1,1,1,all dressed in black,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
all female music group,all-female music group,1,1,1,1,1,1,all-female music group,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
all for one,all for one,1,1,1,1,1,1,all for one,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
all girl,all-girl,1,1,1,1,1,1,all-girl,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
all i ever wanted,all i ever wanted,1,1,1,1,1,1,all i ever wanted,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
all saints,all saints,1,1,1,1,1,1,all saints,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
all the best,all the best,1,48,48,48,1,1,all the best,,,False,,,False,True,,True,True,True,
all the people you love in a river of blood,all the people you love in a river of blood,1,1,1,1,1,1,all the people you love in a river of blood,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
all things annoying in the world put together into one stupid bitch,all things annoying in the world put together into one stupid bitch,2,4,4,4,1,1,all things annoying in the world put together into one stupid bitch,,,False,,,False,True,,False,True,True,
all time faves,all time faves,2,17,17,17,1,1,all time faves,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,False,True,False,personal preference or user behaviour
all time favorite,all time favorite,4,15,15,15,3,3,all time favorite | all time favorites | all-time favorites,69,Flagged: personal preference.,True,personal preference or user behaviour,Flagged: personal preference.,True,False,Flagged: personal preference. | personal preference or user behaviour,False,True,False,Flagged: personal preference. | personal preference or user behaviour
all time favourites,all time favourites,3,3,3,3,2,2,all time favourites | all-time favourites,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,False,True,False,personal preference or user behaviour
all time hit,all time hit,1,25,25,25,1,1,all time hit,,,False,,,False,True,,True,True,True,
all time low,all time low,1,1,1,1,1,1,all time low,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
allboutguitar,allboutguitar,1,1,1,1,1,1,allboutguitar,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
allgemein,allgemein,1,2,2,2,1,1,allgemein,,,False,,,False,True,,True,True,True,
alliterative,alliterative,1,1,1,1,1,1,alliterative,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alluring exotic,alluring exotic,1,4,4,4,1,1,alluring exotic,,,False,,,False,True,,True,True,True,
alo brother,alo brother,1,1,1,1,1,1,alo brother,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alone with everybody,alone with everybody,1,1,1,1,1,1,alone with everybody,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alpghaville,alpghaville,1,1,1,1,1,1,alpghaville,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alpha centauri rock,alpha centauri rock,1,1,1,1,1,1,alpha centauri rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alpha quadrant,alpha quadrant,1,2,2,2,1,1,alpha quadrant,,,False,,,False,True,,True,True,True,
alphaville,alphaville,1,1,1,1,1,1,alphaville,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
already gone,already gone,1,1,1,1,1,1,already gone,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
already the best song of the fucking century,already the best song of the fucking century,1,1,1,1,1,1,already the best song of the fucking century,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
also released in english,also released in english,1,1,1,1,1,1,also released in english,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alsolike,alsolike,1,58,58,58,1,1,alsolike,,,False,,,False,True,,True,True,True,
alt. rock,alt. rock,1,1,1,1,1,1,alt. rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
altar of the metal gods,altar of the metal gods,1,1,1,1,1,1,altar of the metal gods,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alter bridge,alter bridge,1,1,1,1,1,1,alter bridge,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alternative,alternative,539,1724,5234,5240,7,7,alt | alternatif | alternatif muzik | alternativ | alternative | alternativee | alternativo,164 | 165 | 166 | 236 | 237 | 238,,False,,,False,True,,False,True,True,
alternative country,alternative country,18,49,68,69,3,3,alt country | alt-country | alternative country,240,,False,,,False,True,,False,True,True,
alternative country rock,alternative country rock,1,1,1,1,1,1,alternative country rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alternative dance,alternative dance,2,34,35,35,1,1,alternative dance,,,False,,,False,True,,False,True,True,
alternative e other,alternative e other,1,1,1,1,1,1,alternative e other,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alternative folk,alternative folk,1,1,1,1,1,1,alternative folk,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alternative heavy rock,alternative heavy rock,1,1,1,1,1,1,alternative heavy rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alternative hip hop,alternative hip-hop,4,9,10,10,2,2,alternative hip hop | alternative hip-hop,,,False,,,False,True,,False,True,True,
alternative in the 1990s,alternative in the 1990s,1,1,1,1,1,1,alternative in the 1990s,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alternative indie,alternative-indie,1,1,1,1,2,2,alternative indie | alternative-indie,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alternative metal,alternative metal,62,101,212,212,1,1,alternative metal,,,False,,,False,True,,False,True,True,
alternative music,alternative music,1,1,1,1,1,1,alternative music,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
alternative pop,alternative pop,10,14,15,15,1,1,alternative pop,,,False,,,False,True,,False,True,True,
alternative pop rock,alternative pop-rock,1,1,1,1,1,1,alternative pop-rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
